last,first,mlbid,ab_id,pitch_id,start_speed,x0,z0,px,pz,pfx_x,pfx_z,stand,inning,height,spinrateND,spindirND,vxf,vzf,xangle,zangle,pitch_type
Bailey,Homer,456701,8313090,18345605,95.0762,-2.32026,6.32703,0.422953,3.53416,-5.31,8.533,R,6,75,1523.78,210.625,4.77272,-10.0397,-2.11694,4.44618,FA
Nicasio,Juan,504379,8332731,18421058,91.9972,-2.2071,6.35516,-0.535471,1.71862,-4.676,10.222,L,2,75,1531.15,205.354,2.25727,-13.9657,-1.04754,6.45443,FA
Parnell,Robert,458730,8080757,17536884,96.214,-2.84658,6.23597,-1.66145,2.44073,-4.831,6.959,R,10,76,949.386,218.338,1.07579,-13.1916,-0.48685,5.94856,FA
Hanson,Tommy,462102,8027164,17332082,89.6328,-1.05161,7.02892,-0.986806,1.76812,-5.52,7.74,L,1,78,1137.25,221.712,-1.88087,-16.3329,0.89683,7.74097,FA
Samardzija,JeFA,502188,7444548,15693988,97.0458,-2.10657,6.03269,0.967575,2.57166,-6.045,7.683,R,7,77,1316.78,217.771,5.39361,-12.0468,-2.37355,5.28937,FA
Millwood,Kevin,119154,8077262,17523299,90.1694,-2.58606,6.28209,0.771965,1.54193,-3.03,3.08,L,5,76,211.679,233.369,6.73695,-16.8195,-3.25658,8.08508,FA
Lehman,Patrick,543440,7864761,16781571,90.2897,-3.02586,5.91655,-0.901435,2.74302,-7.6,11.63,L,7,75,3403.42,213.174,2.20244,-9.98257,-1.04355,4.71973,FA
Vazquez,Javier,134320,7727039,16391812,91.8393,-1.22056,5.48941,0.416145,2.80405,-5.206,10.463,R,1,74,1900.51,206.052,1.96362,-9.24007,-0.930366,4.36985,FA
Moscoso,Guillermo,446861,7704612,16335234,90.6869,-0.661711,6.1096,0.274558,2.83818,-5.644,10.298,R,7,73,1795.42,209.913,0.117991,-10.6794,-0.0553247,4.99476,FA
Gregg,Kevin,276514,8314726,18351851,91.1951,-2.79318,6.45207,1.79995,2.20274,-7.082,8.353,R,9,78,1366.08,219.085,8.28996,-13.7337,-3.87557,6.40354,FA
Nova,Ivan,467100,8099652,17610212,94.614,-2.35401,6.77887,0.67341,3.55969,-6.641,9.495,L,3,76,1696.03,213.916,4.89236,-10.7872,-2.234,4.91613,FA
Greinke,Zack,425844,6987309,14531362,92.856,-1.65217,6.1269,0.893228,1.73374,-3.14,6.74,R,4,74,742.101,203.865,4.99554,-14.7093,-2.28895,6.71249,FA
Belisle,Matthew,279571,8299975,18295475,91.7396,-2.40763,6.47361,-1.38462,1.80695,-1.745,7.417,R,8,76,1045.68,193.469,1.80466,-15.0959,-0.833382,6.93762,FA
Colon,Bartolo,112526,7622787,16133890,92.8121,-1.05104,6.0061,-1.30098,2.7062,-5.89,8.86,L,4,71,1639.17,217.098,-2.85528,-11.2442,1.31224,5.15462,FA
Kluber,Corey,446372,8251893,18110893,94.3073,-1.83256,5.58743,1.55928,2.26879,-7.577,8.471,R,1,76,1840.21,221.394,5.42662,-11.4152,-2.46125,5.16654,FA
Penny,Brad,207267,8102002,17619562,92.6572,-1.72939,6.47914,-0.635723,1.0336,-5.563,5.442,L,5,76,834.286,232.675,0.5313,-17.7668,-0.242665,8.06118,FA
Hutchison,Andrew,571800,7941312,17000182,89.256,-3.85575,5.95003,-0.575005,2.35565,-3.507,9.374,R,6,74,1221.6,197.452,6.39491,-11.8173,-3.03515,5.59611,FA
Henderson,Jim,449104,8095324,17593479,95.7307,-2.3203,6.12682,0.355263,2.4583,-7.7,13.179,L,8,77,3231.67,209.686,3.64957,-10.4725,-1.6656,4.76975,FA
Jimenez,Ubaldo,434622,8169486,17793381,90.7778,-0.573868,6.28003,-1.11688,3.13221,-2.78,8.065,R,2,76,972.023,203.254,-2.30327,-11.2608,1.1038,5.38133,FA
Billingsley,Chad,451532,6887721,14245903,92.6371,-2.4326,5.64331,1.43616,1.58494,-1.66,7.7,R,4,73,833.895,184.862,8.73573,-13.5303,-4.02627,6.22179,FA
Santana,Ervin,429722,6951544,14429560,94.4987,-1.24889,6.32779,0.0735402,2.65055,-1.4,12.6,R,2,74,2124.37,184.857,2.71247,-10.7214,-1.24095,4.89387,FA
Lynn,Lance,458681,8358553,18519203,94.2621,-2.53512,5.42398,0.279963,2.24595,-7.331,7.038,L,1,77,1253.82,227.057,4.0924,-11.6346,-1.87205,5.30886,FA
Pineda,Michael,501381,7830589,16662499,95.6376,-2.92797,5.84191,0.306936,2.58839,-5.006,5.868,R,3,77,786.389,219.656,6.10338,-12.2595,-2.75149,5.51393,FA
Marcum,Shaun,451788,6768037,13897193,88.281,-1.0513,6.3641,-0.206502,1.4999,-4.47,10.88,R,5,72,1605.18,204.134,0.329833,-14.24,-0.159324,6.84579,FA
Carpenter,David,502304,8274227,18196353,96.953,-1.73921,5.77089,-0.780242,2.17755,-5.088,7.804,R,7,74,1276.68,215.969,0.411933,-12.3485,-0.183843,5.49416,FA
Sanchez,Anibal,434671,7304286,15358118,92.1349,-0.703219,6.03475,0.152293,1.74995,-0.91,10.19,L,1,72,1332.66,184.185,1.71477,-13.1365,-0.79931,6.1006,FA
Putz,J.J.,407816,8057252,17446834,93.7223,-2.24659,6.50101,-0.852253,3.21481,-5.204,10.462,R,9,77,1794.47,206.94,1.41574,-10.6045,-0.653329,4.88207,FA
Balfour,Grant,346797,8082244,17542713,95.7822,-1.50836,6.22421,0.36381,1.62294,-2.87,11.49,R,9,74,1833.59,192.862,3.55205,-13.4191,-1.59367,6.00017,FA
Nicasio,Juan,504379,8293176,18269009,95.1972,-2.12282,6.05991,0.592025,3.30086,-4.643,8.916,R,1,75,1430.92,205.433,4.94335,-9.83598,-2.223,4.41664,FA
Kluber,Corey,446372,8074740,17513587,93.3306,-1.91852,6.17671,-0.39704,4.53404,-4.491,11.65,L,6,76,2609.37,200.037,1.9993,-6.09055,-0.910309,2.77118,FA
Godfrey,Graham,453232,7087477,14806336,93.0381,-2.79345,5.68205,-0.59213,2.41525,-4.14,10.37,R,1,75,1530.18,200.137,3.75601,-10.6241,-1.75465,4.95234,FA
Kuroda,Hiroki,493133,6970069,14481201,92.5155,-1.34964,5.99778,0.690174,4.39304,-1.011,7.404,L,1,73,941.575,183.37,4.55158,-7.70852,-2.10738,3.56604,FA
Walden,Jordan,477229,7975420,17134490,99.1588,-2.70933,5.88747,-1.37152,3.59993,-7.981,8.696,L,7,77,1911.47,223.813,0.240636,-8.64696,-0.106285,3.81356,FA
GriFAin,A.J.,456167,8244277,18081664,88.6496,-2.46148,6.4608,-0.640727,2.63573,-4.977,10.936,R,5,77,1731.7,204.431,2.41381,-11.8056,-1.16039,5.65764,FA
Chamberlain,Joba,501955,6755725,13861062,94.6066,-1.28782,6.85109,0.648238,2.62416,-0.837,13.568,R,7,74,2139.11,180.656,4.42435,-11.7175,-2.03922,5.38705,FA
Greinke,Zack,425844,7963035,17086695,92.13,-1.81238,5.94105,-0.406308,2.5591,-3.487,7.756,L,7,74,898.07,204.645,2.06131,-11.9013,-0.972183,5.59572,FA
Grilli,Jason,276351,8101616,17618001,92.9801,-3.08534,6.40113,1.20242,1.75833,-6.686,10.447,R,8,77,1777.04,210.792,7.82963,-13.905,-3.62778,6.42433,FA
Hanson,Tommy,462102,7947356,17023173,90.3523,-1.35013,6.90301,-0.698354,1.75597,-2.454,9.694,L,2,78,1330.69,195.462,0.630283,-15.3598,-0.297096,7.20204,FA
McAllister,Zach,502083,7313745,15380577,92.4923,-2.59903,5.69305,0.617529,1.00395,-8.131,2.657,L,1,77,972.531,261.025,4.67461,-16.9504,-2.18339,7.87103,FA
Capps,Carter,605169,8198305,17905626,94.9974,-4.43279,4.85509,0.0424877,2.55685,-8.38,7.58,R,8,77,1413.77,225.079,7.76112,-9.2873,-3.58712,4.29009,FA
Cisnero,Jose,542585,8283559,18232233,93.0715,-2.96571,5.4695,-1.10026,2.35527,-10.301,5.86,L,8,75,1894.6,243.859,0.619154,-11.9555,-0.289197,5.56669,FA
Pineda,Michael,501381,6822556,14056848,93.7911,-3.06264,6.33279,-1.889,3.61109,-6.24,9.04,L,2,77,1551.64,215.906,0.484319,-9.77623,-0.224217,4.51658,FA
Noesi,Hector,456051,8192690,17883942,96.4388,-2.79084,5.63072,0.911298,2.36851,-4.388,4.986,R,4,74,576.173,219.363,7.5669,-12.6232,-3.38356,5.63283,FA
Herrera,Kelvin,516969,8127769,17700785,95.8447,-2.36833,5.89644,-0.0564702,1.33387,-3.833,9.887,L,8,70,1432.19,200.295,4.28114,-13.9509,-1.9144,6.21626,FA
Dickey,R.A.,285079,7927644,16947914,85.9217,-1.00467,6.08606,0.580326,3.15997,-11.96,7.366,R,2,74,2496.43,241.306,-0.622698,-11.1708,0.31716,5.67112,FA
Carpenter,David,518526,7969109,17110007,89.254,-3.55483,4.96343,-0.761888,2.11553,-5.553,0.314,L,11,75,526.89,274.587,4.50826,-13.4062,-2.13015,6.31173,FA
Gallardo,Yovani,451596,7079750,14785600,94.6157,-0.200094,6.49438,0.129245,2.07297,-0.52,10.1,R,2,74,1336.25,182.742,0.613073,-13.5095,-0.278365,6.11072,FA
Villarreal,Brayan,500903,8059084,17453831,98.309,-2.86934,5.67771,0.106295,0.866336,-4.22,7.68,L,7,72,916.341,208.079,5.89745,-15.5001,-2.6138,6.84183,FA
Harang,Aaron,421685,6750350,13845216,91.5087,-1.51152,7.01955,1.0725,2.72978,-1.54,12.28,R,6,79,1806.37,182.953,5.53686,-12.4075,-2.65731,5.93766,FA
Harang,Aaron,421685,8072101,17503400,92.3078,-1.85127,7.04917,0.346175,2.11882,-5.943,11.685,R,2,79,2056.7,207.62,3.03007,-14.1414,-1.43758,6.68019,FA
Hanrahan,Joel,430629,7159929,15000426,97.3126,-2.10426,5.98954,-0.720111,1.93602,-5.46,9.46,L,9,76,1669.44,211.701,1.34216,-12.8524,-0.594934,5.67859,FA
Verlander,Justin,434378,8179230,17831036,93.8299,-2.1318,6.89085,-0.1878,1.76158,-4.869,9.165,L,2,77,1327.16,209.258,2.8999,-15.5979,-1.31201,7.02289,FA
Strasburg,Stephen,544931,8200674,17914756,97.2335,-1.27564,5.97512,0.157175,3.78496,-5.917,8.948,L,4,76,1748.07,213.608,1.28446,-8.32572,-0.568087,3.67734,FA
Buckner,Billy,434438,8255282,18123795,87.0059,-2.14747,6.57434,-0.893026,3.1718,-7.156,6.157,L,1,74,1264.9,232.805,0.298748,-12.5931,-0.146361,6.1459,FA
Bell,Heath,425514,8015143,17286003,95.7057,-1.41694,6.90718,-0.199809,3.81275,-2.576,8.216,R,9,75,1178.78,196.941,2.0355,-10.9347,-0.911521,4.88521,FA
McCutchen,Daniel,445216,7123909,14903953,90.5355,-1.6459,5.6885,0.293509,2.54079,-4.45,6.22,R,8,74,795.761,216.393,2.94057,-11.9198,-1.38893,5.61319,FA
Herrmann,Frank,497807,6986395,14527968,95.8209,-2.28673,5.94628,-0.0887678,1.50662,-7.02,7.71,L,4,76,1378.71,225.6,2.73768,-14.4977,-1.24283,6.55385,FA
Swarzak,Anthony,461872,6822903,14058167,90.6271,-1.31943,6.36895,0.196299,2.72365,-4.602,11.152,L,5,76,1855.48,202.486,1.87999,-11.2746,-0.89134,5.3305,FA
Hochevar,Luke,460024,8273244,18192579,97.7967,-1.46876,6.34953,0.139158,2.86082,-3.712,10.293,L,8,77,1754.83,199.32,2.6239,-11.0679,-1.14746,4.8293,FA
Parnell,Robert,458730,8177219,17823173,96.5686,-2.26563,6.2182,-0.0566578,2.79423,-7.44,4.46,R,8,76,1042.3,243.102,2.6322,-13.2342,-1.16437,5.83477,FA
Fujikawa,Kyuji,493117,8166139,17781467,92.2705,-2.16265,5.53496,-0.293527,3.77765,-1.266,11.236,R,6,72,1811.41,183.438,4.01103,-6.69087,-1.88356,3.13999,FA
Garza,Matt,490063,7606684,16095309,96.7191,-1.75379,6.0098,1.54241,4.50225,-3.16,7.02,L,5,76,989.866,199.325,7.11606,-7.33756,-3.11158,3.20824,FA
Stroman,Marcus,573186,8358147,18517685,95.1264,-1.3144,5.0473,0.484756,2.27652,-9.428,7.332,R,8,69,2435.54,233.869,0.795535,-10.4791,-0.357089,4.69326,FA
Rondon,Hector,444468,8280053,18218903,93.8063,-2.04892,5.90152,1.14303,3.32086,-0.882,10.253,R,7,75,1615.99,179.395,7.47393,-8.94233,-3.42185,4.09204,FA
Pestano,Vinnie,502260,7905504,16888295,92.4921,-3.72193,4.73407,0.0658797,3.31497,-4.509,4.521,R,9,72,643.456,219.714,7.43341,-8.36631,-3.4486,3.88015,FA
Herrmann,Frank,497807,8098061,17604216,92.6224,-2.55421,6.03694,0.143102,2.72425,-6.226,8.223,L,6,76,1319.16,216.967,4.16167,-11.531,-1.92828,5.32942,FA
Samardzija,JeFA,502188,6882101,14229486,91.4494,-1.90169,6.40807,-0.433294,2.47223,-5.927,10.963,L,8,77,1977.51,209.485,1.28778,-12.0262,-0.607727,5.65714,FA
Figaro,Alfredo,451628,8235707,18049145,95.876,-1.52308,5.86796,-0.155623,3.78737,-5.05,5.73,L,6,72,904.99,222.563,1.44152,-9.38694,-0.650919,4.23116,FA
Putz,J.J.,407816,8189594,17871924,93.0003,-2.34542,6.90638,-0.289331,2.54432,-8.191,8.736,L,9,77,1698.02,225.662,1.87357,-13.874,-0.862233,6.35916,FA
Perez,Chris,453198,7955281,17056928,93.0056,-2.81538,5.06403,0.639834,2.02385,-7.648,6.419,R,10,76,1202.65,230.456,5.4547,-11.5646,-2.54294,5.37902,FA
Garza,Matt,490063,7266935,15263174,95.4165,-1.72654,6.04022,-0.54654,3.23332,-3.78,8.31,R,9,76,1328.9,204.727,1.46586,-10.1717,-0.654501,4.53236,FA
Scherzer,Max,453286,8178380,17827746,93.6577,-3.34479,5.12855,0.640404,0.932599,-10.576,9.422,R,5,75,2390.9,229.115,5.67219,-13.2097,-2.60172,6.04071,FA
Rodriguez,Francisco,477557,6847241,14128231,94.5697,-2.44221,6.35649,0.857898,2.3775,-4.94,8.33,L,7,73,1131.37,209.208,6.24708,-13.0942,-2.81363,5.8815,FA
Davis,Wade,451584,8301577,18301430,93.929,-1.59613,6.49396,0.402267,3.14892,-3.75,11.122,R,5,77,2046.95,197.344,3.46299,-10.4671,-1.57867,4.76188,FA
Cordero,Francisco,150188,7969854,17112861,93.1636,-0.642865,6.53905,-0.438545,2.97983,-3.303,11.625,L,8,75,1856.28,197.454,-0.750576,-10.8635,0.351875,5.07958,FA
Cashner,Andrew,488768,8013884,17281250,98.4887,-2.52466,6.02514,-1.28924,1.00004,-6.229,7.395,R,1,78,1311.41,225.516,0.667578,-16.1744,-0.292953,7.0619,FA
Villanueva,Carlos,453646,7115239,14880255,88.7559,-1.36367,6.69978,0.548899,2.63405,-5,8.76,R,4,74,1170.99,210.615,2.61212,-13.1699,-1.26896,6.37255,FA
Arroyo,Bronson,276520,8034651,17360898,87.7482,-1.59611,6.89049,0.373301,2.58122,-2.157,7.007,R,5,76,1006.9,196.043,3.7914,-14.3473,-1.7939,6.75913,FA
Resop,Chris,434592,6858717,14161639,94.5696,-1.07559,5.89903,0.398376,2.97155,-7.1,8.62,R,7,75,1699.67,221.005,0.895577,-10.411,-0.410245,4.75817,FA
Benoit,Joaquin,276542,8256043,18126710,95.5182,-2.69866,6.21917,-1.5133,3.16601,-7.929,6.244,L,9,75,1640.23,234.656,-0.15275,-11.5956,0.0678939,5.14016,FA
Rogers,Esmil,469134,8007661,17257475,96.6033,-2.18798,6.25533,-0.269435,2.81394,-5.063,11.469,R,9,73,2391.96,203.337,2.84013,-10.5012,-1.25736,4.63961,FA
Gaudin,Chad,429985,8272802,18190863,91.3656,-1.85804,5.39639,-2.96001,3.74916,-2.722,6.905,L,1,70,898.689,205.411,-3.65899,-8.05655,1.71096,3.76299,FA
Acosta,Manny,407924,7833020,16669769,94.2814,-0.308771,6.36956,-1.3389,4.0177,-6.273,6.655,L,9,76,1282.28,228.614,-4.93238,-9.7605,2.26586,4.47704,FA
Isringhausen,Jason,116414,7130930,14921957,91.7022,-1.72608,6.20908,-0.209049,2.38647,-1.351,9.383,R,8,75,1271.32,186.18,3.12672,-12.3349,-1.46335,5.75473,FA
Hunter,Tommy,488984,7988711,17185192,92.6517,-2.07012,6.59592,-0.752137,3.83776,-2.759,7.31,L,3,75,827.174,199.95,2.12392,-10.5909,-1.01183,5.03306,FA
Eovaldi,Nathan,543135,7711673,16352730,93.1249,-3.41105,5.7947,-0.564622,2.9214,-9.141,6.197,L,5,75,1671.12,237.514,3.43141,-11.2334,-1.58876,5.1882,FA
Jimenez,Ubaldo,434622,8066366,17481568,92.7437,-1.42375,6.3385,-1.76341,3.96563,-6.875,5.593,L,1,76,1330.11,234.815,-3.45476,-10.2318,1.58487,4.68455,FA
Bard,Daniel,453268,6910802,14311683,100.266,-2.44279,6.51745,1.55412,2.96778,-3.452,12.277,L,8,76,2120.32,190.859,8.99655,-10.4062,-3.88289,4.48898,FA
Jimenez,Ubaldo,434622,7951877,17040424,95.4232,-1.25171,6.58554,0.547445,3.28619,-6.22,8.1,R,6,76,1399.04,218.762,2.05433,-11.4975,-0.923233,5.15358,FA
Hughes,Phil,461833,8046931,17407541,93.6574,-3.09064,5.77292,-0.0694022,2.36494,-8.41,4.36,L,4,77,1285.27,245.948,4.16759,-13.2237,-1.89648,5.99772,FA
Tillman,Chris,501957,8100068,17611905,92.0533,-2.44959,7.22422,-1.64373,2.58585,-1.535,13.335,L,7,77,2290.9,186.165,1.35587,-12.8099,-0.635402,5.98152,FA
Wilson,William,543935,8267844,18171818,94.6739,-1.13901,5.75003,0.678037,2.79211,-2.27,4.53,L,6,73,441.217,205.561,3.62251,-12.0467,-1.63472,5.42149,FA
Cordero,Francisco,150188,7632495,16156417,93.5146,-0.685033,6.48842,0.128891,2.45617,-5.239,10.937,R,9,75,2092.05,207.266,-0.0188472,-12.2292,0.00862853,5.581,FA
Teheran,Julio,527054,8196136,17897240,94.5668,-2.84186,5.16438,-0.453792,3.52717,-3.44,7.37,L,1,74,1081.4,202.032,4.58128,-7.662,-2.06103,3.44432,FA
Kelley,Shawn,518875,7855390,16749445,91.4958,-1.74136,5.56827,-0.743645,2.23824,-2.5,6.71,L,8,74,667.095,201.407,1.44184,-12.1813,-0.686457,5.78008,FA
Johnson,Jim,462382,7055016,14715320,95.323,-1.50414,7.07057,0.070901,1.7784,-10.09,8.54,R,7,77,2357.98,234.822,-0.010285,-16.2793,0.00466917,7.34985,FA
Motte,Jason,435400,7962451,17084504,96.9465,-0.832388,5.5597,-1.76199,2.33075,-6.632,8.067,R,9,72,1742.2,224.723,-4.97274,-11.3209,2.2116,5.02451,FA
Atchison,Scott,425786,8178687,17828983,90.5183,-1.06105,6.27084,0.37021,1.74969,-3.14,10.52,R,7,74,1314.29,196.533,2.21794,-13.5838,-1.0549,6.43426,FA
Bell,Heath,425514,8198479,17906397,92.8634,-1.17104,7.23998,-0.870211,1.91914,-1.85,8.3,R,9,75,1056.8,194.311,0.024365,-16.3792,-0.0110694,7.39989,FA
Santos,Sergio,435045,7659905,16223695,98.2001,-2.94703,5.74065,0.569021,2.17903,-3.41,8.39,R,9,75,1116.83,197.675,7.6251,-12.0257,-3.34335,5.264,FA
Richards,Garrett,572070,8249933,18103456,94.8801,-3.3502,6.05852,0.128517,3.24861,-0.86,5.16,R,5,75,482.214,178.352,8.3001,-11.4316,-3.73378,5.13597,FA
Franklin,Ryan,211041,7079089,14782992,90.442,-1.12927,6.08139,-1.81802,2.18105,-5.09,5.69,R,7,75,858.287,229.888,-3.50987,-13.9038,1.66619,6.57321,FA
Parnell,Robert,458730,7447310,15704407,99.0226,-2.31073,5.9005,0.093554,3.30035,-6.76,7.14,L,8,76,1420.16,223.693,3.46854,-10.0491,-1.51386,4.37844,FA
Hand,Donovan,518764,8274015,18195487,91.4709,-1.46675,6.31788,-0.255116,2.04517,-6.539,5.729,R,8,75,1102.89,234.053,0.443113,-14.7816,-0.206527,6.85654,FA
Frasor,Jason,430630,7166968,15019388,93.2201,-1.80261,6.08276,0.55235,3.3176,-5.79,8.48,L,7,70,1595.34,213.729,3.53037,-10.0772,-1.61665,4.60589,FA
Soriano,Rafael,400089,7995692,17211849,91.1979,-2.59004,6.33175,-0.67745,3.31866,-1.652,12.032,L,14,73,2002.37,185.394,3.93372,-9.43402,-1.85723,4.44671,FA
StauFAer,Tim,431162,8325239,18392270,93.9157,-1.59934,6.30128,0.318879,3.62882,-2.93,6.44,L,7,73,803.124,203.187,3.61085,-10.5845,-1.61447,4.72304,FA
Kohn,Michael,543409,8264124,18157636,95.5772,-2.37449,5.95502,-1.75612,3.57466,-3.341,11.485,R,7,72,2102.63,196.409,0.239256,-7.91186,-0.108517,3.58384,FA
Sanchez,Anibal,434671,7961724,17081691,94.9268,-0.26985,6.37337,1.65476,2.68476,-0.508,12.995,R,4,72,2395.72,179.582,4.57273,-10.5697,-2.06728,4.76947,FA
Billingsley,Chad,451532,7963385,17088019,89.5151,-3.21759,5.46698,-0.513387,2.61667,-1.65,4.87,L,5,73,427.527,192.178,5.72506,-11.7395,-2.73519,5.59503,FA
Hellickson,Jeremy,476451,7735427,16412407,91.8182,-1.90172,6.02214,1.09969,2.38994,-3.516,10.673,R,5,73,1518.16,194.978,5.85259,-11.4078,-2.75556,5.35956,FA
Paulino Del Guidice,Felipe,462956,7447660,15705725,95.4654,-2.15708,6.08405,-1.6263,2.94165,-8.98,11.15,L,4,74,3623.93,221.547,-2.14141,-9.97209,0.984268,4.57424,FA
Arias,Jonathan,501725,8136739,17718302,93.4941,-0.87594,6.23696,0.198597,2.13263,-5.003,9.748,L,7,75,1731.79,208.744,0.707344,-12.854,-0.321801,5.82773,FA
Estrada,Marco,462136,7677378,16267284,88.91,-2.18514,6.1701,-0.231552,1.59713,-3.575,10.099,L,1,72,1483.01,199.042,3.24927,-13.8419,-1.54772,6.56598,FA
Whitenton,Taylor,519418,7885267,16841780,91.5252,-1.14798,6.32277,0.2005,2.65618,-5.89,12.96,R,5,75,3159.59,204.898,1.0176,-10.6246,-0.477392,4.97197,FA
Feliz,NeSIali,491703,7872515,16804708,96.9302,-1.19222,6.22592,0.538531,2.56349,-3.934,10.018,R,9,75,1652.48,201.051,2.82834,-11.6224,-1.24086,5.08642,FA
Parker,Jarrod,519105,7978461,17146115,93.5977,-1.36814,6.13193,1.77294,3.0958,1.433,11.084,R,6,73,1774.69,166.251,8.19505,-9.7623,-3.78187,4.50239,FA
Fiers,Michael,571666,8003420,17241359,89.1661,-2.25327,6.31621,0.0630042,2.25643,-2.831,13.632,R,5,75,2756.48,189.425,4.3353,-11.4023,-2.11263,5.5416,FA
Garcia,Freddy,150119,7528247,15901796,87.7935,-0.968222,7.16631,0.995755,2.04892,-6.49,10.59,R,5,76,1868.77,213.208,2.17015,-14.925,-1.05899,7.24505,FA
Sanches,Brian,430083,7061832,14735535,89.5045,-1.82895,6.39402,-0.427176,3.0122,-1.3,10.37,R,5,72,1426.44,185.299,2.79705,-10.9772,-1.3449,5.26425,FA
Tazawa,Junichi,547749,8358444,18518803,95.7996,-1.62932,6.04782,0.868822,3.51611,-5.649,10.296,R,7,71,1808.52,207.05,4.01948,-8.74627,-1.82057,3.95655,FA
Porcello,Rick,519144,7992359,17199147,92.0284,-1.99236,6.33073,0.186317,2.93233,-6.64,7.995,L,5,77,1397.2,220.767,2.73582,-11.8305,-1.27263,5.48732,FA
Johnson,Josh,435178,7926014,16941581,93.472,-2.27995,6.1836,-0.176522,2.73251,-4.06,9.08,R,3,79,1172.06,203.123,3.57779,-11.5298,-1.64687,5.29355,FA
Jackson,Edwin,429719,8046267,17405016,93.7276,-1.72635,5.93483,-0.475854,3.2578,-0.922,11.064,L,5,75,1696.26,182.893,2.70111,-8.88368,-1.24467,4.08729,FA
Axford,John,446099,7958887,17070629,97.6015,-0.392656,6.71218,1.45299,2.60578,-6.048,7.48,R,9,77,1243.95,221.785,2.28341,-13.7764,-1.01221,6.0846,FA
Iwakuma,Hisashi,547874,8051493,17425016,90.9489,-2.7232,5.53935,0.468794,2.78551,-5.497,9.154,R,4,75,1508.97,208.651,5.53075,-9.89269,-2.60958,4.66061,FA
Bergesen,Brad,448269,6702823,13705438,90.6837,-2.04578,5.69711,0.425255,2.58611,-8.045,6.942,R,3,74,1369.85,230.804,2.86307,-11.5726,-1.35837,5.47485,FA
Peacock,Brad,502748,7898824,16874300,92.0362,-2.53045,5.69462,0.357698,0.914578,-3.594,12.72,L,3,73,2415.13,193.481,5.57204,-13.3758,-2.60556,6.23432,FA
Gomes,Brandon,460156,7996198,17213765,91.6059,-2.54894,4.91616,0.273986,2.51847,-5.49,10.5,L,14,71,1746.6,204.924,4.66119,-8.57388,-2.22635,4.09029,FA
Volquez,Edinson,450172,8206272,17936230,93.8366,-1.12441,5.61606,0.735212,2.36262,-4.21,9.575,R,4,72,1390.28,203.022,2.93224,-10.862,-1.35239,4.99792,FA
Lewis,Colby,407890,7860171,16767475,92.0166,-2.48822,6.38287,0.221779,2.15476,-5.309,7.282,R,5,76,977.898,216.988,4.50458,-14.0967,-2.10695,6.56756,FA
Valverde,Jose,407878,6971363,14486110,93.8499,-1.60377,5.78968,-0.366058,2.99909,-6.15,8.55,L,9,76,1594.94,216.926,0.670381,-10.0935,-0.305347,4.58761,FA
Santana,Ervin,429722,8154616,17757150,92.4138,-1.67572,6.13887,-1.33648,3.25203,-6.925,7.363,L,2,74,1617.74,226.662,-1.79973,-10.8335,0.836632,5.02358,FA
Lorin,Brett,543466,7900022,16877060,91.6177,-3.83523,6.07104,-0.833251,1.39456,-9.63,4.004,R,8,79,1535.43,252.509,3.57528,-16.406,-1.65095,7.53414,FA
Nova,Ivan,467100,8285358,18239078,94.4349,-2.56579,6.72311,-0.188142,2.40148,-3.98,10.46,R,1,76,1658.27,199.731,4.33562,-13.1152,-1.95604,5.89835,FA
Wainwright,Adam,425794,8354576,18505122,92.6421,-1.16371,6.41287,-0.367406,3.05821,-2.468,8.172,R,3,79,1002.26,197.392,0.990953,-11.6539,-0.459919,5.39292,FA
Hudson,Tim,218596,7992407,17199318,89.1804,-1.99779,5.28411,-0.210346,4.08864,-5.241,5.594,L,2,73,954.575,222.199,2.25494,-7.607,-1.07746,3.63034,FA
Withrow,Chris,519437,8263974,18157099,98.2189,-2.00157,5.9882,0.458963,1.7019,-4.459,8.323,L,6,75,1839.16,207.999,4.55302,-13.8989,-1.94465,5.91755,FA
Nicasio,Juan,504379,8175964,17818317,95.1881,-2.48055,5.95139,0.354543,3.19303,-5.73,8.263,L,1,75,1313.53,213.398,4.81673,-10.0898,-2.1665,4.53094,FA
Frasor,Jason,430630,8162247,17772768,90.9612,-1.09443,5.97636,0.457206,3.23235,-3.04,7.51,R,6,70,1014.26,201.239,2.56256,-10.4615,-1.19938,4.88525,FA
Lincecum,Tim,453311,6703367,13707435,93.1046,-0.615063,5.93085,0.566398,4.38556,-2.589,7.398,L,4,71,945.435,197.987,1.8902,-7.52195,-0.867937,3.45,FA
Richards,Garrett,572070,7984694,17169832,95.297,-3.21466,6.15477,-2.45864,4.00404,-5.38,5.06,L,7,75,860.839,230.069,-0.211705,-9.84742,0.0963189,4.47115,FA
Pelfrey,Mike,460059,7808352,16599392,95.9903,-2.17036,6.01935,-0.182319,4.64454,-6.77,6.26,R,1,79,1333.28,226.738,2.32654,-7.36844,-1.03371,3.27069,FA
Beckett,Josh,277417,7054704,14714182,93.4166,-2.5665,5.41704,0.251888,2.571,-4.87,6.16,L,5,77,839.007,217.474,5.0344,-11.1489,-2.28493,5.04962,FA
Santana,Ervin,429722,7990315,17191392,92.5872,-1.69778,6.38259,-1.43797,2.87059,-1.745,8.411,R,2,74,1380.09,192.716,-0.0346852,-11.928,0.0159223,5.45899,FA
